,Hotel Name,Rating,Price,Hotel URL,Descriptions
520,Key Gracia Apartments,"7,7",€ 2.224,https://www.booking.com/hotel/es/gracia-bliss.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=519&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867612&all_sr_blocks=83563801_181353875_4_0_0&highlighted_blocks=83563801_181353875_4_0_0&matching_block_id=83563801_181353875_4_0_0&sr_pri_blocks=83563801_181353875_4_0_0__222400&from=searchresults#hotelTmpl,"El Gracia Apartments ofrece varios apartamentos en el moderno barrio barcelonés de Gràcia, ​​a 750 metros de la emblemática basílica de la Sagrada Familia de Gaudí. Los apartamentos son modernos y cuentan con aire acondicionado y WiFi gratis.

Todos los apartamentos presentan una decoración elegante con suelo de parquet y algunos disponen de terraza privada. También incluyen salón con sofá y TV de pantalla plana, cocina con horno, fogones, microondas y lavadora y 2 baños, uno con bañera y el otro con ducha. Además, se proporcionan toallas, ropa de cama y secador de pelo. La dirección de cada apartamento figura en su descripción.

El establecimiento puede proporcionar información turística sobre la zona de los alrededores y se encuentra a 7 minutos a pie del hospital de Sant Pau, declarado Patrimonio de la Humanidad por la UNESCO.

Los apartamentos están a 450 metros de las estaciones de metro de Joanic y Sagrada Familia, que ofrece buenas conexiones con toda la ciudad."
521,Habitat Apartments Barcelona Balconies,"7,8",€ 2.363,https://www.booking.com/hotel/es/habitat-apartments-barcelona-balconies.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=520&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867612&all_sr_blocks=108010404_88418659_0_0_0&highlighted_blocks=108010404_88418659_0_0_0&matching_block_id=108010404_88418659_0_0_0&sr_pri_blocks=108010404_88418659_0_0_0__236300&from=searchresults#hotelTmpl,"El Habitat Apartments Barcelona Balcones está situado a 10 minutos a pie de La Pedrera de Gaudí y el popular Paseo de Gracia. Se halla a 450 metros de la estación de metro Diagonal y ofrece conexión WiFi gratuita.

Este apartamento forma parte de un edificio tradicional modernista, está decorado con mobiliario moderno y suelo de parquet y dispone de una cocina con horno, lavavajillas y utensilios de cocina, una sala de estar luminosa con sofás y TV de pantalla plana y un balcón con vistas de la ciudad.

Por otra parte, hay muchos bares y restaurantes a escasos 5 minutos a pie.

Además, este alojamiento se encuentra a 10 minutos en tren del centro de la plaza Catalunya y las Ramblas y a solo 3 minutos a pie de la estación de trenes Provença."
522,Happy People Ramblas Harbour Apartments,"7,5",€ 2.045,https://www.booking.com/hotel/es/happy-people-ramblas-harbour-apartments.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=521&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867612&all_sr_blocks=59281001_91935562_4_0_0&highlighted_blocks=59281001_91935562_4_0_0&matching_block_id=59281001_91935562_4_0_0&sr_pri_blocks=59281001_91935562_4_0_0__204470&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Happy People Ramblas Harbour Apartments está a solo 5 minutos a pie de la estación de metro Parallel. Ofrece apartamentos elegantes con aire acondicionado en el barrio de Poble Sec, cerca de cafeterías, bares y restaurantes.

Los apartamentos del Happy People Ramblas Harbour, amplios y luminosos, son de planta abierta y presentan techos altos con vigas de madera a la vista, suelo de baldosa y una decoración elegante. La zona de estar cuenta con sofá y zona de cocina con microondas y nevera. Hay wifi gratuita.

En la última planta del edificio hay una azotea con vistas a la ciudad y piscina.

Las Ramblas y el Barrio Gótico están a solo 15 minutos a pie.

El puerto de Barcelona y la terminal de cruceros están a 15 minutos a pie de los apartamentos. Los autobuses que van a las playas de la Barceloneta paran cerca."
523,Pensión Casa Blanca,"8,6",€ 633,https://www.booking.com/hotel/es/pension-casa-blanca.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=522&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867612&all_sr_blocks=41996304_88500034_2_0_0&highlighted_blocks=41996304_88500034_2_0_0&matching_block_id=41996304_88500034_2_0_0&sr_pri_blocks=41996304_88500034_2_0_0__63304&from=searchresults#hotelTmpl,"La Pension Casa Blanca goza de una ubicación céntrica junto a la estación de metro Jaume I de Barcelona. Este establecimiento presenta una decoración sencilla y está a 5 minutos a pie de la catedral y el Museo Picasso. 

Las habitaciones cuentan con TV de pantalla plana, aire acondicionado y baño privado. Algunas tienen zona de estar y balcón. A pocos metros del establecimiento hay un aparcamiento privado de pago.

Gracias a su céntrica ubicación, hay muchos bares, restaurantes y tiendas en las inmediaciones. Las Ramblas están a 5 minutos a pie. El acuario de Barcelona y la playa de la Barceloneta están a 1 km o 10 minutos en autobús."
524,Habitat Apartments Eixample Balconies.,"8,0",€ 2.143,https://www.booking.com/hotel/es/habitat-apartments-boulevard-balconies.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=523&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867612&all_sr_blocks=311382706_113037458_0_0_0&highlighted_blocks=311382706_113037458_0_0_0&matching_block_id=311382706_113037458_0_0_0&sr_pri_blocks=311382706_113037458_0_0_0__214280&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Habitat Apartments Eixample Balconies. Ofrece alojamiento con wifi gratis, cocina, nevera, lavavajillas y horno a 1,5 km del centro de Barcelona.

Las unidades están equipadas con balcón y ofrecen aire acondicionado, TV de pantalla plana y baño privado con secador de pelo. También hay microondas, fogones y tostadora, además de hervidor.

Cerca del alojamiento hay puntos de interés como La Pedrera, Casa Batlló y Paseo de Gracia. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km."
525,Valencia 2,N/A,€ 684,https://www.booking.com/hotel/es/valencia-2.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=524&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867612&all_sr_blocks=1133382401_385995024_3_0_0&highlighted_blocks=1133382401_385995024_3_0_0&matching_block_id=1133382401_385995024_3_0_0&sr_pri_blocks=1133382401_385995024_3_0_0__68400&from=searchresults#hotelTmpl,"Valencia 2 es un alojamiento muy bien situado en el centro de Barcelona que ofrece balcón. Este bed and breakfast ofrece wifi gratis y se encuentra a menos de 1 km de Casa Batlló y a 14 min a pie de Paseo de Gracia.

Hay toallas y ropa de cama en el bed and breakfast.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Estación de metro Passeig de Gràcia y La Pedrera. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento."
526,Casa Cosi - Mallorca 2,"8,1",€ 2.805,https://www.booking.com/hotel/es/casa-cosi-mallorca-2.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=525&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867612&all_sr_blocks=439580501_377093033_0_0_0&highlighted_blocks=439580501_377093033_0_0_0&matching_block_id=439580501_377093033_0_0_0&sr_pri_blocks=439580501_377093033_0_0_0__280460&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Casa Cosi - Mallorca 2 se encuentra en Barcelona, a 14 min a pie de Casa Batlló y a 1,7 km de Estación de tren de Sants, y ofrece wifi gratis y aire acondicionado. El alojamiento ofrece vistas al jardín y está a 18 min a pie de Paseo de Gracia y a 1,7 km de Plaza Cataluña.

El apartamento cuenta con 5 dormitorios, 2 baños, ropa de cama, toallas, TV de pantalla plana, zona de comedor, cocina totalmente equipada y balcón con vistas a la ciudad.

Cerca del alojamiento hay puntos de interés como Estación de metro Passeig de Gràcia, La Pedrera y Mercado de la Boquería. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 12 km del alojamiento."
527,Barcelona City Centre Hostal,"7,8",€ 2.035,https://www.booking.com/hotel/es/barcelona-city-centre-hostal.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=526&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=9250005_310952671_2_2_0&highlighted_blocks=9250005_310952671_2_2_0&matching_block_id=9250005_310952671_2_2_0&sr_pri_blocks=9250005_310952671_2_2_0__203464&from=searchresults#hotelTmpl,"Este albergue está muy bien situado en el centro del barrio de L'Eixample, por lo que los huéspedes pueden pasear por el centro cultural de Barcelona o las calles de La Rambla y el Passeig de Gracia.

El establecimiento ofrece bebidas y aperitivos. Además, sirve un desayuno diario."
528,Bright & Breezy,"8,3",€ 2.132,https://www.booking.com/hotel/es/f03-josep-torres-double.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=527&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=495481602_336276047_4_0_0&highlighted_blocks=495481602_336276047_4_0_0&matching_block_id=495481602_336276047_4_0_0&sr_pri_blocks=495481602_336276047_4_0_0__213157&from=searchresults#hotelTmpl,"Bright & Breezy se encuentra en Barcelona, a menos de 1 km de La Pedrera y a 16 min a pie de Casa Batlló, y ofrece alojamiento con wifi gratis, aire acondicionado y terraza. Este apartamento está a 2,3 km de Palacio de la Música Catalana y a 1,9 km de Teatro Tívoli.

El apartamento dispone de balcón, 3 dormitorios, sala de estar y cocina bien equipada con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Estación de metro Passeig de Gràcia y Sagrada Familia. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km."
529,Sant Jordi Hostels Rock Palace,"8,4",€ 1.823,https://www.booking.com/hotel/es/sant-jordi-hostel-rock-palace.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=528&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=88928020_107203764_0_2_0&highlighted_blocks=88928020_107203764_0_2_0&matching_block_id=88928020_107203764_0_2_0&sr_pri_blocks=88928020_107203764_0_2_0__182296&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Sant Jordi Hostels Rock Palace se encuentra en el distrito barcelonés del Eixample, a 5 minutos a pie de la estación de metro Passeig de Gràcia, y ofrece una terraza con piscina al aire libre en la azotea.

Todas las habitaciones privadas y compartidas disponen de aire acondicionado y taquillas. Los baños son compartidos y pueden estar dentro o fuera de las habitaciones. Se proporcionan toallas y ropa de cama.

El establecimiento cuenta con una cocina compartida con microondas y nevera, y salón compartido con TV de pantalla plana. Se facilita un servicio de lavandería, por un suplemento.

El albergue está a 3 minutos a pie del paseo Rambla de Cataluña, repleto de tiendas y bares, y a menos de 15 minutos a pie de la plaza Plaça Catalunya, un famoso punto de encuentro para turistas y residentes.

El establecimiento se encuentra a 10 minutos a pie de numerosas estaciones de metro, a 30 minutos en coche de la playa de la Barceloneta y a 15 minutos de la basílica de la Sagrada Familia."
530,Tendency Apartments 6,"7,7",€ 2.397,https://www.booking.com/hotel/es/tendency-apartments-6.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=529&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=88154221_88506144_4_0_0&highlighted_blocks=88154221_88506144_4_0_0&matching_block_id=88154221_88506144_4_0_0&sr_pri_blocks=88154221_88506144_4_0_0__239714&from=searchresults#hotelTmpl,"El Tendency Apartments 6 se encuentra en el centro de Barcelona, a 2 minutos a pie de la estación de metro de Girona y ofrece WiFi gratuita, aire acondicionado y calefacción. La Sagrada Familia está a 17 minutos a pie.

Los apartamentos cuentan con zona de estar con TV de pantalla plana, reproductor de DVD y mesa de comedor. Tienen cocina privada equipada con utensilios de cocina, fogones, microondas y nevera. Algunos incluyen lavadora y lavavajillas.

Los apartamentos disponen de mobiliario moderno y muchos tienen un balcón pequeño con vistas a la ciudad. Todos cuentan con baño privado con bañera o ducha. Se proporcionan las toallas y la ropa de cama. Se puede añadir 1 cuna bajo petición.

Los apartamentos están junto a una tienda de alimentación abierta las 24 horas, a 10 minutos a pie de bares y restaurantes. Se sitúan a 7 minutos a pie del Paseo de Gracia, famoso por sus boutiques y los edificios de Gaudí."
531,Rooms in the center of Barcelona,"7,5",€ 464,https://www.booking.com/hotel/es/rooms-in-the-center-of-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=530&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=1049008504_377263070_2_0_0&highlighted_blocks=1049008504_377263070_2_0_0&matching_block_id=1049008504_377263070_2_0_0&sr_pri_blocks=1049008504_377263070_2_0_0__46400&from=searchresults#hotelTmpl,"Rooms in the center of Barcelona está en Barcelona, a 12 min a pie de Casa Batlló y a 1,8 km de Estación de tren de Sants, y ofrece alojamiento con wifi gratis y TV de pantalla plana.

También hay nevera, microondas y fogones, además de hervidor.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Plaza Cataluña y Estación de metro Passeig de Gràcia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km."
532,Habitat Apartments Rambla Deluxe,"8,4",€ 2.945,https://www.booking.com/hotel/es/habitat-apartments-rambla-deluxe.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=531&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=57546301_88418230_0_0_0&highlighted_blocks=57546301_88418230_0_0_0&matching_block_id=57546301_88418230_0_0_0&sr_pri_blocks=57546301_88418230_0_0_0__294500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Los apartamentos del Habitat Apartments Rambla Deluxe son modernos, elegantes y cuentan con aire acondicionado y conexión Wi-Fi gratuita. Se encuentran a sólo 350 metros de la plaza Catalunya de Barcelona y a 250 metros de la estación de metro Passeig de Gràcia.

Los apartamentos están decorados con estilo y tienen ventanales con vistas a las calles. El salón cuenta con TV de pantalla plana y reproductor de DVD. La cocina está equipada e incluye horno, microondas y lavadora.

En el Passeig de Gràcia y en la Rambla Catalunya, los huéspedes encontrarán muchas tiendas de moda y marcas de diseñadores. En esta zona también hay una gran variedad de bares y locales de restauración.

Los autobuses que van al aeropuerto de Barcelona salen de la plaza Catalunya, mientras que los trenes hacia este aeropuerto tienen parada en la estación de Passeig de Gràcia. La playa está a 10 minutos en metro."
533,Barcelona City Apartment,"6,8",€ 1.801,https://www.booking.com/hotel/es/barcelona-city-apartment.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=532&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=24335806_309938267_2_0_0&highlighted_blocks=24335806_309938267_2_0_0&matching_block_id=24335806_309938267_2_0_0&sr_pri_blocks=24335806_309938267_2_0_0__180080&from=searchresults#hotelTmpl,"Estos apartamentos elegantes están cerca de la Torre Agbar y la estación de metro Glòries y tienen WiFi gratuita y cocina completamente equipada. 

Los Barcelona City Apartments ofrecen alojamiento flexible para 4 personas. Tienen TV y reproductor de DVD. La cocina cuenta con microondas, nevera, fogones y lavadora. Los apartamentos también tienen plancha, toallas y ropa de cama. 

El Barcelona City Apartment está cerca de la Plaça de les Glòries, un centro de transporte de Barcelona. Se puede acceder a varias rutas de metro, autobús y tranvía. Está a solo 10 minutos a pie de la playa."
534,APBCN Eixample Center,"8,0",€ 2.807,https://www.booking.com/hotel/es/apbcn-eixample-center.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=533&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=107580007_333021112_0_0_0&highlighted_blocks=107580007_333021112_0_0_0&matching_block_id=107580007_333021112_0_0_0&sr_pri_blocks=107580007_333021112_0_0_0__280700&from=searchresults#hotelTmpl,"El APBCN Eixample Center está en Barcelona y ofrece WiFi gratuita. El establecimiento se encuentra a 200 metros de la estación de metro de Tetuán y a 15 minutos a pie de la famosa Sagrada Familia.

Todos los apartamentos incluyen aire acondicionado, TV de pantalla plana, mesa de comedor, cocina con lavavajillas, horno, cafetera y microondas y balcón privado con vistas a la ciudad.

El baño privado está equipado con ducha y secador de pelo. También hay ropa de cama, toallas, lavadora y secadora de ropa.

El APBCN Eixample Center está a menos de 10 minutos a pie de una tienda de alimentación y varios restaurantes y bares. La plaza Catalunya y Las Ramblas se encuentran a 1,3 km. El famoso Passeig de Gràcia, con sus tiendas de diseño, se sitúa a 15 minutos a pie."
535,Home to Home Barcelona,"8,6",€ 3.468,https://www.booking.com/hotel/es/home-to-home-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=534&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=54275704_247002750_0_0_0&highlighted_blocks=54275704_247002750_0_0_0&matching_block_id=54275704_247002750_0_0_0&sr_pri_blocks=54275704_247002750_0_0_0__346755&from=searchresults#hotelTmpl,"El Home to Home Barcelona se encuentra a solo 500 metros de la plaza de España. Ofrece apartamentos modernos con aire acondicionado y conexión Wi-Fi gratuita. Tiene una terraza compartida con zona chill out y vistas a Montjuic.

Los apartamentos presentan una decoración de estilo minimalista e incluyen zona de estar y de comedor con sofá cama y TV de pantalla plana con canales vía satélite. Incluyen cocina con microondas, vitrocerámica, lavavajillas y lavadora secadora.

En las inmediaciones hay gran variedad de tiendas, restaurantes y bares. El centro comercial Arenas se halla a 10 minutos a pie de los apartamentos y dispone de una azotea con vistas espectaculares a la ciudad.

El establecimiento se encuentra a 10 minutos a pie del centro de convenciones Fira de Barcelona y a 500 metros de la estación de metro Espanya, que ofrece conexiones con la plaza de Cataluña. Los autobuses del aeropuerto también paran en la plaza de España."
536,Rambla de Mar Apartments,"7,6",€ 2.695,https://www.booking.com/hotel/es/apartamentos-rambla-de-mar.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=535&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=38217604_88754526_4_0_0&highlighted_blocks=38217604_88754526_4_0_0&matching_block_id=38217604_88754526_4_0_0&sr_pri_blocks=38217604_88754526_4_0_0__269540&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Rambla de Mar Apartments está diseñado para una agradable estancia en Barcelona.

El Rambla de Mar, recientemente reformado, está bien iluminado y goza de una ubicación excelente.

El establecimiento ofrece muchas comodidades. Hay salón amplio, cocina bien equipada, habitaciones diseñadas para el máximo confort y 2 baños privados (en total por apartamento).

Todos los amplios apartamentos del Rambla de Mar Apartments disponen de WiFi gratuita y sala de estar con sofá cama, TV y zona de comedor.

Toda la zona común está adaptada para personas de movilidad reducida. También hay terraza/solárium común.

El edificio está situado junto a las Ramblas, el Port Vell, el Palacio Güell y el Liceo. La catedral y la playa de la Barceloneta están a pocos pasos. El establecimiento está a 1 minuto de la parada Drassanes de la línea 3 de metro, a 2 paradas de metro de la plaza de Cataluña, a 4 paradas de paseo de Gracia​ y la plaza de España y a 6 paradas de la estación de Sants (entre otros lugares).

El registro de entrada es a partir de las 16:00 y el de salida de 09:00 a 11:30.

Se admiten mascotas."
537,Stay Together Barcelona Apartments,"9,6",€ 3.002,https://www.booking.com/hotel/es/ronda-de-sant-pau-1.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Atf18q0GwAIB0gIkMDczOTM1ZWEtNzY1NS00ZWUwLWIxMjAtNjkyYjc0ODVjMDJk2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=536&sr_order=popularity&srpvid=863e4542382c01df&srepoch=1706867617&all_sr_blocks=42911303_91928293_3_0_0&highlighted_blocks=42911303_91928293_3_0_0&matching_block_id=42911303_91928293_3_0_0&sr_pri_blocks=42911303_91928293_3_0_0__300193&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Stay Together Barcelona Apartments se encuentra frente a la estación de metro Paral·lel y dispone de apartamentos elegantes y funcionales con balcón, cocina bien equipada y conexión WiFi gratuita. La Rambla está a solo 10 minutos a pie.

El Stay Together Barcelona Apartments ocupa un edificio renovado de 1900 en una esquina de la ciudad. Todos los apartamentos son amplios y luminosos e incluyen techos altos y ventanas amplias.

Los apartamentos del All Stay Together cuentan además con zona de estar con TV LED y 2 baños modernos. La cocina está equipada con microondas, horno, vitrocerámica y lavadora.

Al lado de los apartamentos hay varios restaurantes, tiendas y cafeterías. Los animados bares del barrio del Raval están a solo 5 minutos a pie. El puerto de Barcelona se encuentra a 800 metros."
