,Hotel Name,Rating,Price,Hotel URL,Descriptions,Treatment_Period,Treatment_City
85,Ilunion Bel-Art,"8,1",€ 942,https://www.booking.com/hotel/es/hotelbelart.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=85&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9044902_107323188_0_2_0&highlighted_blocks=9044902_107323188_0_2_0&matching_block_id=9044902_107323188_0_2_0&sr_pri_blocks=9044902_107323188_0_2_0__94220&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Ilunion Bel-Art está muy bien situado en el barrio de Horta-Guinardó, Barcelona, a 12 min a pie de Sagrada Familia, a 2,7 km de La Pedrera y a 1,8 km de Parque Güell. Este hotel de 4 estrellas ofrece restaurante y habitaciones con aire acondicionado, wifi gratis y baño privado. Hay parking privado en el propio alojamiento.

Todas las habitaciones de este alojamiento están equipadas con TV de pantalla plana con canales vía satélite y caja fuerte. En el hotel, cada habitación dispone de ropa de cama y toallas.

El desayuno diario ofrece opciones buffet, vegetarianas o veganas.

El personal habla catalán, inglés, español y francés, y estará encantado de dar consejos sobre la zona en la recepción 24 horas.

Casa Batlló está a 3,2 km del alojamiento, y Paseo de Gracia está a 3,6 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 16 km.",1,1
86,Hostal Sans,"8,0",€ 531,https://www.booking.com/hotel/es/hostal-r-sans.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=86&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=36397001_88207965_2_0_0&highlighted_blocks=36397001_88207965_2_0_0&matching_block_id=36397001_88207965_2_0_0&sr_pri_blocks=36397001_88207965_2_0_0__53074&from=searchresults#hotelTmpl,"El Hostal Sans se encuentra en la plaza de Sants, a 5 minutos a pie de la estación de tren de Sants y a poco más de 1 km de la plaza de España. Ofrece habitaciones con TV y una recepción 24 horas.

Las habitaciones del Hostal Sans tienen una decoración sencilla, aire acondicionado y calefacción.

Además, hay WiFi gratuita en las zonas comunes y máquinas expendedoras, y en los alrededores del distrito de Sants se pueden encontrar restaurantes, bares y cafeterías.

Las Ramblas y el Barrio Gótico de Barcelona quedan a solo 10 minutos en metro. Las playas más cercanas están a 30 minutos en autobús.",1,1
87,Abba Garden,"8,3",€ 524,https://www.booking.com/hotel/es/abbagarden.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9049302_88181799_0_2_0&highlighted_blocks=9049302_88181799_0_2_0&matching_block_id=9049302_88181799_0_2_0&sr_pri_blocks=9049302_88181799_0_2_0__52356&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel moderno se encuentra en la zona norte de Barcelona, a poca distancia de la avenida Diagonal y del Camp Nou, el famoso estadio del FC Barcelona. Los huéspedes disfrutan de acceso gratuito a la piscina de temporada al aire libre, al gimnasio y a la zona de bienestar, equipada con sauna, bañera de hidromasaje y baño turco. Además, hay WiFi gratuita en todas las instalaciones.

Las habitaciones disfrutan de vistas al exterior y constan de TV de pantalla plana, minibar y caja fuerte. También incluyen baño con bañera, secador de pelo y artículos de aseo gratuitos.

Además, el Abba Garden Hotel cuenta con jardines y pista de pádel.

También hay un bar con terraza que sirve cenas.

El alojamiento está situado a 10 minutos a pie de la estación de metro Zona Universitària, que proporciona conexiones con el centro de Barcelona. Asimismo, el establecimiento se halla a 13 minutos a pie de la línea 9 del metro, que ofrece conexiones con el aeropuerto en 15 minutos y con el recinto ferial Fira Barcelona en 30 minutos.",1,1
88,"Hotel Gran Derby Suites, a Small Luxury Hotel of the World","8,5",€ 932,https://www.booking.com/hotel/es/granderby.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9003802_152255876_0_2_0&highlighted_blocks=9003802_152255876_0_2_0&matching_block_id=9003802_152255876_0_2_0&sr_pri_blocks=9003802_152255876_0_2_0__93185&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este precioso edificio de ladrillo rojo está muy bien situado en una zona tranquila de Barcelona. Ofrece piscina al aire libre y alberga una fantástica colección de litografías de Picasso, Dalí, Tàpies y otros.

Todas las habitaciones del Hotel Gran Derby Suites cuentan con aire acondicionado, TV de pantalla plana vía satélite, minibar y baño privado con albornoz, zapatillas y secador de pelo.

Hay dos espacios separados que permiten a los huéspedes recibir visitas, celebrar reuniones o trabajar en sus sofisticadas habitaciones.

Los huéspedes pueden relajarse junto a la piscina al aire libre, con vistas a los preciosos jardines.

Hay mostrador de información turística/servicio de venta de entradas y conexión a internet por cable gratuita, lo que facilita la planificación de visitar Barcelona.

El centro de la ciudad se encuentra a un corto trayecto en metro. También se puede subir al autobús turístico, que para justo al lado del Gran Derby.

Además, se puede pasear por la elegante avenida Diagonal. Aquí se encuentra el enorme centro comercial L'Illa y una sucesión de boutiques elegantes.

El Hotel Gran Derby comparte con el Hotel Derby la pizzería italiana Santa Napoli y la coctelería con matices peruanos Lima Bruja.",1,1
89,Catalonia Castellnou,"8,3",€ 653,https://www.booking.com/hotel/es/cataloniacastellnou.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9058808_194599182_0_2_0&highlighted_blocks=9058808_194599182_0_2_0&matching_block_id=9058808_194599182_0_2_0&sr_pri_blocks=9058808_194599182_0_2_0__65304&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Catalonia Castellnou ofrece recepción 24 horas, WiFi gratuita y habitaciones con aire acondicionado y TV vía satélite. Está ubicado en una zona residencial tranquila, a 250 metros de la estación de metro Tres Torres.

El centro del barrio de Sarrià, situado a unos 10 minutos a pie, alberga numerosas cafeterías, bares y restaurantes.

El Hotel Catalonia Castellnou está cerca de algunos de los centros médicos más importantes de Barcelona, entre ellos las clínicas IVI, Corachan y Fertilab.

El hotel Castellnou también está bien comunicado con la carretera de circunvalación C32 y con el túnel de Vallvidrera. Se encuentra a 15 minutos en tren del centro de Barcelona y a menos de 2 km del estadio Camp Nou (donde juega sus partidos como local el F.C. Barcelona). La avenida Diagonal, que alberga los grandes almacenes El Corte Inglés y otros 2 centros comerciales, queda a 10 minutos a pie. El Real Club de Tenis Barcelona está a 15 minutos a pie.",1,1
90,Hotel Via Augusta,"8,5",€ 873,https://www.booking.com/hotel/es/viaaugusta.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9098503_377897952_0_2_0&highlighted_blocks=9098503_377897952_0_2_0&matching_block_id=9098503_377897952_0_2_0&sr_pri_blocks=9098503_377897952_0_2_0__87304&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Hotel Via Augusta está situado junto a la estación FGC de Gracia. Dispone de una terraza en la azotea con vistas de Barcelona. Ofrece habitaciones funcionales con aire acondicionado, conexión inalámbrica a internet gratuita y TV vía satélite con pantalla plana.

El Vía Augusta ocupa un edificio histórico con un original recibidor. Las habitaciones presentan una decoración sencilla y moderna y tienen suelos de madera. Incluyen escritorio, caja fuerte y cuarto de baño con secador de pelo.

El hotel sirve un variado desayuno bufé, y también hay una máquina expendedora de bebidas. A un paseo de 5 minutos, en el popular barrio de Gracia, encontrará una amplia gama de bares y restaurantes.

El Hotel Via Augusta está a 400 m de la estación de metro de Fontana. El parque Güell está a sólo 1 parada de metro. Plaza Catalunya y Las Ramblas están a un trayecto de 5 minutos desde la cercana estación de Gracia.",1,1
91,Casa Abamita,"8,5",€ 987,https://www.booking.com/hotel/es/mayerling-abamita-apartments.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=158998605_326128883_0_0_0&highlighted_blocks=158998605_326128883_0_0_0&matching_block_id=158998605_326128883_0_0_0&sr_pri_blocks=158998605_326128883_0_0_0__98690&from=searchresults#hotelTmpl,"Los Apartamentos Mayerling Abamita se encuentran en Barcelona y ofrecen alojamiento con aire acondicionado. El establecimiento está a 600 metros de la plaza Plaça Catalunya. Hay WiFi gratuita en todo el recinto.

El alojamiento dispone de estudios y habitaciones. Los estudios incluyen zona de cocina con vitrocerámica. Las habitaciones y los estudios están equipados con TV de pantalla plana, microondas y nevera. Hay baño privado con secador de pelo en todos los alojamientos. Se proporcionan toallas y ropa de cama.

Los Apartamentos Mayerling Abamita se encuentran a 600 metros de la avenida Portal de l'Angel, a 700 metros de la Seu, la catedral de Barcelona, y a 13 km del aeropuerto de Barcelona-El Prat, el más cercano.",1,1
92,Sercotel Caspe,"8,4",€ 849,https://www.booking.com/hotel/es/fiesta-caspe.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9335625_88193605_2_2_0&highlighted_blocks=9335625_88193605_2_2_0&matching_block_id=9335625_88193605_2_2_0&sr_pri_blocks=9335625_88193605_2_2_0__84921&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel de diseño queda a 5 minutos a pie de la estación de metro Arc de Triomf y de la estación de autobuses Estació del Nord de Barcelona. Dispone de gimnasio y ofrece WiFi gratuita y agua embotellada gratuita. 

Las habitaciones del Sercotel Caspe están insonorizadas y cuentan con aire acondicionado. Hay TV vía satélite, minibar y caja fuerte. El baño privado está equipado con artículos de aseo y secador de pelo.

El Sercotel Caspe cuenta con una terraza exterior, un bonito restaurante y un bar cafetería. Se proporciona servicio de habitaciones.

El hotel se encuentra a pocos pasos de los edificios de Gaudí del paseo Passeig de Gràcia. La plaza Cataluña está a unos 20 minutos a pie.

Hay mostrador de información turística y recepción 24 horas. Se ofrecen coches de alquiler. El aparcamiento está disponible por un suplemento.",1,1
93,Hostal Dragonflybcn,"8,1",€ 518,https://www.booking.com/hotel/es/hostal-bresus.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=69035006_354300694_0_0_0&highlighted_blocks=69035006_354300694_0_0_0&matching_block_id=69035006_354300694_0_0_0&sr_pri_blocks=69035006_354300694_0_0_0__51804&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Hostal Dragonflybcn está en el centro de Barcelona, ​​a 250 metros del Palau de la Música y a 10 minutos a pie de la plaza Cataluña. En el establecimiento hay conexión WiFi gratuita.

Algunas habitaciones tienen aire acondicionado y baño privado, mientras que otras cuentan con acceso a baño o aseo compartidos.

Este establecimiento se encuentra en la 2ª planta de un edificio de 150 años que ha sido restaurado. Presenta una puerta de entrada de caoba y una decoración funcional. La recepción ofrece servicios de información turística y consigna de equipaje.

En las inmediaciones hay una gran variedad de bares, restaurantes y tiendas. La estación de metro y tren de Arc de Triomf está a 500 metros y la estación de metro de Urquinaona, a 5 minutos a pie.",1,1
94,Eurohotel Diagonal Port,"7,8",€ 982,https://www.booking.com/hotel/es/rafaeldiagonal.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9029202_239874675_0_2_0&highlighted_blocks=9029202_239874675_0_2_0&matching_block_id=9029202_239874675_0_2_0&sr_pri_blocks=9029202_239874675_0_2_0__98240&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Eurohotel Diagonal Port está ubicado en el distrito barcelonés de Poble Nou, a solo 350 metros de la playa de la Mar Bella, y ofrece vistas al mar Mediterráneo.

Las habitaciones de este hotel son amplias, presentan un diseño contemporáneo. Todos los alojamientos disponen de aire acondicionado y TV vía satélite. También hay conexión gratuita a internet por cable.

El Eurohotel Diagonal Port sirve un desayuno continental.

El Eurohotel Diagonal Port se encuentra a 7 minutos a pie de la estación de metro Poblenou, que dista solo 5 paradas del centro de Barcelona. El hotel está a poco más de 2 km del parque de la Ciudadela y a 20 minutos a pie del Fórum.

El hotel está bien comunicado con el distrito financiero 22@ y cerca de varias tiendas y del Centro Internacional de Convenciones de Barcelona. Hay una estación de metro y una parada de autobús a unos 5 minutos a pie del hotel.",1,1
95,Gallery Hotel,"8,9",€ 1.200,https://www.booking.com/hotel/es/gallery.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9241102_382121576_0_0_0&highlighted_blocks=9241102_382121576_0_0_0&matching_block_id=9241102_382121576_0_0_0&sr_pri_blocks=9241102_382121576_0_0_0__119960&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Gallery Hotel se encuentra junto al paseo de Gracia de Barcelona y cuenta con sauna y gimnasio gratuitos y terraza de temporada en la azotea con vistas a la ciudad y a la piscina. Sus habitaciones incluyen, de forma gratuita, WiFi y agua a la llegada.

Este hotel elegante dispone de habitaciones amplias con aire acondicionado y TV de pantalla plana vía satélite. Los baños son modernos e incluyen artículos de aseo, secador de pelo y albornoz.

El restaurante del Gallery tiene una bonita terraza jardín donde disfrutar de la cocina mediterránea. También hay un bar y una cafetería.

El Gallery Hotel está junto a los jardines del Palau Robert, un centro de información turística y galería. Se encuentra a 3 minutos a pie de La Pedrera de Gaudí y cerca de la estación de metro de Diagonal, que comunica directamente con la Sagrada Familia. La estación de tren de Passeig de Gràcia ofrece enlaces regulares con el aeropuerto y se halla a 600 metros.",1,1
96,Hotel Sant Agustí,"7,8",€ 959,https://www.booking.com/hotel/es/san-agustin.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9750237_359421694_2_2_0&highlighted_blocks=9750237_359421694_2_2_0&matching_block_id=9750237_359421694_2_2_0&sr_pri_blocks=9750237_359421694_2_2_0__95904&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Sant Agustí, inaugurado en 1840, ocupa un convento restaurado situado a solo 150 metros del famoso paseo de La Rambla de Barcelona. Ofrece habitaciones funcionales con conexión WiFi gratuita, aire acondicionado y TV de pantalla plana vía satélite.

Las habitaciones del Hotel Sant Agustí presentan un diseño sencillo y moderno con suelo de madera e incluyen caja fuerte. Algunas tienen balcón privado, mientras que todas disponen de baño con artículos de aseo y secador de pelo.

El Sant Agustí sirve un desayuno buffet continental todos los días.

En la planta baja encontrará diversos ordenadores de uso gratuito. La recepción permanece abierta las 24 horas.

El hotel se halla en una plaza de ambiente tranquilo, a 2 minutos a pie de la estación de metro de Liceu y del mercado La Boquería. La plaza de Catalunya, ubicada a menos de 700 metros, ofrece numerosas conexiones de tren y autobús, incluidos enlaces directos con el aeropuerto.",1,1
97,Hostal Central Barcelona,"8,5",€ 955,https://www.booking.com/hotel/es/hostal-central-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=18925607_347080935_2_0_0&highlighted_blocks=18925607_347080935_2_0_0&matching_block_id=18925607_347080935_2_0_0&sr_pri_blocks=18925607_347080935_2_0_0__95504&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este alojamiento decorado en estilo clásico se encuentra en el centro de Barcelona, en el barrio modernista del Eixample, que data de finales del siglo XIX. Hay WiFi gratuita en todas las zonas.

Las habitaciones, renovadas en 2018, tienen suelo de madera, aire acondicionado, TV inteligente, caja fuerte gratuita y baño privado con secador de pelo profesional.

El Hostal Central Barcelona está situado a poca distancia a pie del centro de la ciudad, que alberga numerosos monumentos modernistas de Gaudí, como la Casa Batllò y La Pedrera.

El Hostal Central Barcelona ofrece alojamiento tranquilo y presenta una decoración interior artística y con encanto.",1,1
98,Hostal Levante Barcelona,"7,9",€ 653,https://www.booking.com/hotel/es/hostal-levante-s-c-p.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=33401101_377310338_0_0_0&highlighted_blocks=33401101_377310338_0_0_0&matching_block_id=33401101_377310338_0_0_0&sr_pri_blocks=33401101_377310338_0_0_0__65304&from=searchresults#hotelTmpl,"El Hostal Levante Barcelona está situado a solo 3 minutos a pie de la famosa Rambla de Barcelona y ​ofrece WiFi gratuita y recepción 24 horas. Las habitaciones cuentan con aire acondicionado, calefacción, baño privado, ventilador y escritorio.

El Hostal Levante Barcelona alberga una máquina expendedora de bebidas y está cerca de muchas cafeterías y restaurantes. 

El establecimiento ofrece consigna de equipaje, caja fuerte y personal multilingüe que puede proporcionar información sobre qué ver y hacer en Barcelona. La animada Plaza Real se encuentra a solo 100 metros.",1,1
99,Hotel Serhs Carlit,"8,1",€ 700,https://www.booking.com/hotel/es/carlit.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=44646414_91474863_0_2_0&highlighted_blocks=44646414_91474863_0_2_0&matching_block_id=44646414_91474863_0_2_0&sr_pri_blocks=44646414_91474863_0_2_0__70048&from=searchresults#hotelTmpl,"El Hotel Serhs Carlit se encuentra en Barcelona, ​​a 900 metros de la emblemática basílica de la Sagrada Familia y del paseo de Gràcia. Dispone de recepción 24 horas y habitaciones con aire acondicionado, conexión WiFi gratuita y TV de pantalla plana vía satélite.

El Serhs Carlit está a 10 minutos a pie del Arco del Triunfo, con el parque de la Ciutadella y el moderno barrio del Born justo detrás. También está a 15 minutos a pie de la torre Agbar.

El hotel se encuentra a solo 200 metros de la estación de metro de Tetuán, a solo 1 parada de metro del paseo de Gràcia y a 750 metros de la estación de autobuses Estació del Nord.

El hotel cuenta con un bar cafetería que sirve un desayuno buffet diario, así como aperitivos y bebidas durante todo el día. Además, el personal de la recepción podrá facilitar a los huéspedes información sobre actividades, lugares de interés y restaurantes de Barcelona.",1,1
100,Ciutat Vella,"8,1",€ 975,https://www.booking.com/hotel/es/ciutat-vella.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4AoD1x60GwAIB0gIkZDJlYzVlNWUtNzk2OC00NGUyLWIyNzMtMzEzYTlmOGU0ZWQw2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-12&checkout=2024-06-16&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&srpvid=227b2b167058009a&srepoch=1706162911&all_sr_blocks=9478604_275786791_0_2_0&highlighted_blocks=9478604_275786791_0_2_0&matching_block_id=9478604_275786791_0_2_0&sr_pri_blocks=9478604_275786791_0_2_0__97484&from=searchresults#hotelTmpl,"Este hotel boutique es elegante y ofrece habitaciones coloridas y modernas. Se encuentra en el centro histórico de la ciudad, a solo 4 minutos a pie de las Ramblas y la plaza de Catalunya. Cuenta con una bañera de hidromasaje en la azotea y una terraza.

El Ciutat Vella sirve café gratuito y dispone de un terminal con conexión a internet de uso gratuito. Además, hay conexión WiFi gratuita en todas las instalaciones.

Las habitaciones del Ciutat Vella cuentan con ventanales, TV de pantalla plana y baño moderno con ducha.

El Ciutat Vella está situado en el centro, ideal para visitar el corazón histórico de Barcelona. A menos de 10 minutos a pie encontrará numerosos bares, cafeterías y restaurantes. La estación de metro de Universitat está a 3 minutos.",1,1
